year,month,time,data,error,SElo,SEup,metric,timeseries,lat,lon,depth,order
1983,9,1983-09,0.0740318906605922,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1983,10,1983-10,0.3302961275626423,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1983,11,1983-11,0.0284738041002277,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1983,12,1983-12,0.2619589977220957,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,1,1984-01,0.4510250569476082,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,2,1984-02,0.6173120728929385,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,3,1984-03,0.2312072892938496,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,4,1984-04,0.3519362186788154,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,5,1984-05,0.9100227790432802,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,6,1984-06,0.7255125284738041,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,7,1984-07,0.4328018223234624,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,8,1984-08,0.082004555808656,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,9,1984-09,0.071753986332574,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,10,1984-10,0.0706150341685649,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,11,1984-11,0.5170842824601367,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1984,12,1984-12,0.4123006833712984,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,1,1985-01,0.5239179954441914,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,2,1985-02,0.9430523917995444,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,3,1985-03,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,4,1985-04,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,5,1985-05,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,6,1985-06,0.60250569476082,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,7,1985-07,0.4658314350797266,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,8,1985-08,0.1845102505694761,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,9,1985-09,0.4396355353075171,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,10,1985-10,0.5876993166287016,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,11,1985-11,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1985,12,1985-12,0.9988610478359908,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,1,1986-01,0.8280182232346242,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,2,1986-02,0.5455580865603644,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,3,1986-03,0.2528473804100228,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,4,1986-04,0.4111617312072892,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,5,1986-05,0.9988610478359908,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,6,1986-06,0.2357630979498861,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,7,1986-07,0.3029612756264236,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,8,1986-08,0.6275626423690205,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,9,1986-09,0.5170842824601367,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,10,1986-10,0.5421412300683371,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,11,1986-11,0.3530751708428246,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1986,12,1986-12,0.0933940774487471,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,1,1987-01,0.1252847380410023,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,2,1987-02,0.2107061503416856,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,3,1987-03,0.2004555808656036,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,4,1987-04,0.0671981776765375,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,5,1987-05,0.3712984054669704,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,6,1987-06,0.8416856492027335,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,7,1987-07,0.4601366742596811,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,8,1987-08,0.4965831435079726,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,9,1987-09,0.408883826879271,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,10,1987-10,0.1845102505694761,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,11,1987-11,0.0785876993166287,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1987,12,1987-12,0.0683371298405467,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,1,1988-01,0.4339407744874715,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,2,1988-02,0.7255125284738041,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,3,1988-03,0.6047835990888383,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,4,1988-04,0.4191343963553531,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,5,1988-05,0.9988610478359908,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,6,1988-06,0.7380410022779044,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,7,1988-07,0.3485193621867881,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,8,1988-08,0.5558086560364465,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,9,1988-09,0.6822323462414579,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,10,1988-10,0.3621867881548975,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,11,1988-11,0.2630979498861048,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1988,12,1988-12,0.2619589977220957,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,1,1989-01,0.9829157175398632,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,2,1989-02,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,3,1989-03,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,4,1989-04,0.6343963553530751,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,5,1989-05,0.1184510250569476,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,6,1989-06,0.2642369020501139,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,7,1989-07,0.0706150341685649,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,8,1989-08,0.143507972665148,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,9,1989-09,0.4077448747152619,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,10,1989-10,0.3838268792710706,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,11,1989-11,0.3701594533029613,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1989,12,1989-12,0.3940774487471526,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,1,1990-01,0.4396355353075171,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,2,1990-02,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,3,1990-03,0.8394077448747153,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,4,1990-04,0.5261958997722096,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,5,1990-05,0.835990888382688,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,6,1990-06,0.4806378132118451,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,7,1990-07,0.2323462414578587,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,8,1990-08,0.1776765375854214,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,9,1990-09,0.0341685649202733,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,10,1990-10,0.2425968109339407,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,11,1990-11,0.1446469248291571,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1990,12,1990-12,0.5876993166287016,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,1,1991-01,0.9908883826879272,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,2,1991-02,0.9806378132118452,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,3,1991-03,0.9202733485193622,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,4,1991-04,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,5,1991-05,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,6,1991-06,1.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,7,1991-07,0.4259681093394077,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,8,1991-08,0.1981776765375854,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,9,1991-09,0.1275626423690205,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,10,1991-10,0.3325740318906606,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,11,1991-11,0.4943052391799544,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1991,12,1991-12,0.2767653758542141,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,1,1992-01,0.2334851936218678,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,2,1992-02,0.0261958997722095,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,3,1992-03,0.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,4,1992-04,0.0,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,5,1992-05,0.0398633257403189,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,6,1992-06,0.1150341685649202,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,7,1992-07,0.0911161731207289,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,8,1992-08,0.1867881548974943,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,9,1992-09,0.4430523917995444,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,10,1992-10,0.2107061503416856,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,11,1992-11,0.1423690205011389,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1992,12,1992-12,0.4441913439635535,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,1,1993-01,0.7915717539863326,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,2,1993-02,0.6150341685649203,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,3,1993-03,0.5318906605922551,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,4,1993-04,0.3769931662870159,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,5,1993-05,0.4191343963553531,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,6,1993-06,0.0091116173120728,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,7,1993-07,0.1241457858769931,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,8,1993-08,0.0740318906605922,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,9,1993-09,0.4851936218678815,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,10,1993-10,0.3291571753986332,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,11,1993-11,0.408883826879271,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1993,12,1993-12,0.5466970387243736,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1994,1,1994-01,0.2164009111617312,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1994,2,1994-02,0.4738041002277904,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
1994,3,1994-03,0.1173120728929384,nan,nan,nan,Habitat Area (fraction below monthly threshold),Monthly Habitat Compression Index over 43.5-48N,nan,nan,2.0,1.0
