"year","index","metric","timeseries"
2004,0.292788605995898,"Salmon Node Strength","Fort Bragg"
2004,0.467200510918227,"Salmon Importance","Fort Bragg"
2004,0.555728232791336,"Non-DTS groundfish Node Strength","Fort Bragg"
2004,0.856156304934251,"Non-DTS groundfish Importance","Fort Bragg"
2004,0.130451479113802,"Non-DTS groundfish Node Strength","Bodega Bay"
2004,0.020893879060733,"Non-DTS groundfish Importance","Bodega Bay"
2004,0.870137370376822,"Salmon Node Strength","Bodega Bay"
2004,1,"Salmon Importance","Bodega Bay"
2004,0.472480962788602,"Non-DTS groundfish Node Strength","San Francisco"
2004,1,"Non-DTS groundfish Importance","San Francisco"
2004,0.366045123396541,"Salmon Node Strength","San Francisco"
2004,0.418541217128179,"Salmon Importance","San Francisco"
2004,0.220405226200278,"Non-DTS groundfish Node Strength","Monterey"
2004,0.0878657037076887,"Non-DTS groundfish Importance","Monterey"
2004,0.582051938684984,"Salmon Node Strength","Monterey"
2004,1,"Salmon Importance","Monterey"
2004,0.34389725261618,"Non-DTS groundfish Node Strength","Santa Barbara"
2004,0.555737524163657,"Non-DTS groundfish Importance","Santa Barbara"
2004,0.04696089577484,"Salmon Node Strength","Santa Barbara"
2004,0.0662884103309851,"Salmon Importance","Santa Barbara"
2004,0.0434864458933941,"Non-DTS groundfish Node Strength","Los Angeles"
2004,0.046916976744835,"Non-DTS groundfish Importance","Los Angeles"
2005,0.0988466983197199,"Salmon Node Strength","Puget Sound"
2005,0.0154736259331037,"Salmon Importance","Puget Sound"
2005,0.540286336476128,"Non-DTS groundfish Node Strength","Puget Sound"
2005,0.989104798979596,"Non-DTS groundfish Importance","Puget Sound"
2005,0.607837465627559,"Non-DTS groundfish Node Strength","North WA Coast"
2005,0.907778283723955,"Non-DTS groundfish Importance","North WA Coast"
2005,0.119326519910826,"Salmon Node Strength","North WA Coast"
2005,0.157447799324877,"Salmon Importance","North WA Coast"
2005,0.103749483586323,"Salmon Node Strength","WA Coast"
2005,0.125770156036313,"Salmon Importance","WA Coast"
2005,0.482079271807853,"Non-DTS groundfish Node Strength","Astoria"
2005,0.944760965139141,"Non-DTS groundfish Importance","Astoria"
2005,0.0339124311909527,"Salmon Node Strength","Astoria"
2005,0.0145904426319343,"Salmon Importance","Astoria"
2005,0.595033811610926,"Salmon Node Strength","Tillamook"
2005,0.837569036229757,"Salmon Importance","Tillamook"
2005,0.0953015493283967,"Non-DTS groundfish Node Strength","Tillamook"
2005,0.140051562657642,"Non-DTS groundfish Importance","Tillamook"
2005,0.217405320025563,"Salmon Node Strength","Newport"
2005,0.376968070554183,"Salmon Importance","Newport"
2005,0.272533841114778,"Salmon Node Strength","Coos Bay"
2005,0.334776368616281,"Salmon Importance","Coos Bay"
2005,0.236902580201719,"Salmon Node Strength","Brookings"
2005,0.398261002993996,"Salmon Importance","Brookings"
2005,0.203991051106557,"Non-DTS groundfish Node Strength","Brookings"
2005,0.322104170679148,"Non-DTS groundfish Importance","Brookings"
2005,0.486953549527641,"Non-DTS groundfish Node Strength","Crescent City"
2005,0.68688190185276,"Non-DTS groundfish Importance","Crescent City"
2005,0.5520713575989,"Non-DTS groundfish Node Strength","Morro Bay"
2005,0.932489075535471,"Non-DTS groundfish Importance","Morro Bay"
2005,0.610042417224465,"Salmon Node Strength","Morro Bay"
2005,1,"Salmon Importance","Morro Bay"
2005,0.324227002759482,"Salmon Node Strength","Fort Bragg"
2005,0.593659547932155,"Salmon Importance","Fort Bragg"
2005,0.282342705905996,"Non-DTS groundfish Node Strength","Fort Bragg"
2005,0.484033757521725,"Non-DTS groundfish Importance","Fort Bragg"
2005,0.995295675081378,"Salmon Node Strength","Bodega Bay"
2005,1,"Salmon Importance","Bodega Bay"
2005,0.00222446290522297,"Non-DTS groundfish Node Strength","Bodega Bay"
2005,6.11947044160449e-06,"Non-DTS groundfish Importance","Bodega Bay"
2005,0.58256416884817,"Salmon Node Strength","San Francisco"
2005,0.979944937734098,"Salmon Importance","San Francisco"
2005,0.228876753066869,"Non-DTS groundfish Node Strength","San Francisco"
2005,0.161738158128603,"Non-DTS groundfish Importance","San Francisco"
2005,0.418091595678194,"Salmon Node Strength","Monterey"
2005,0.882468269079782,"Salmon Importance","Monterey"
2005,0.267388332435533,"Non-DTS groundfish Node Strength","Monterey"
2005,0.700755435157635,"Non-DTS groundfish Importance","Monterey"
2005,0.0286564695231098,"Non-DTS groundfish Node Strength","Los Angeles"
2005,0.000554190205946178,"Non-DTS groundfish Importance","Los Angeles"
2006,0.512163670404444,"Salmon Node Strength","Puget Sound"
2006,0.848570589907396,"Salmon Importance","Puget Sound"
2006,0.571239214626799,"Salmon Node Strength","North WA Coast"
2006,1,"Salmon Importance","North WA Coast"
2006,0.0945873371843555,"Salmon Node Strength","WA Coast"
2006,0.0916907727031413,"Salmon Importance","WA Coast"
2006,0.477879663412524,"Non-DTS groundfish Node Strength","Astoria"
2006,0.930368146897079,"Non-DTS groundfish Importance","Astoria"
2006,0.0432488661290726,"Salmon Node Strength","Astoria"
2006,0.0238914429952155,"Salmon Importance","Astoria"
2006,0.397773042083353,"Salmon Node Strength","Tillamook"
2006,0.768170778943999,"Salmon Importance","Tillamook"
2006,0.103218324776603,"Non-DTS groundfish Node Strength","Tillamook"
2006,0.211413924891747,"Non-DTS groundfish Importance","Tillamook"
2006,0.102849558691549,"Salmon Node Strength","Newport"
2006,0.136573924570197,"Salmon Importance","Newport"
2006,0.0516658296932621,"Salmon Node Strength","Coos Bay"
2006,0.0813347967939912,"Salmon Importance","Coos Bay"
2006,0.295379665132947,"Non-DTS groundfish Node Strength","Brookings"
2006,0.384714551110381,"Non-DTS groundfish Importance","Brookings"
2006,1,"Non-DTS groundfish Node Strength","Crescent City"
2006,1,"Non-DTS groundfish Importance","Crescent City"
2006,0.916246978416506,"Non-DTS groundfish Node Strength","Morro Bay"
2006,1,"Non-DTS groundfish Importance","Morro Bay"
2006,0.330044595940896,"Non-DTS groundfish Node Strength","Fort Bragg"
2006,0.592249820439391,"Non-DTS groundfish Importance","Fort Bragg"
2006,0.301434193880763,"Salmon Node Strength","Fort Bragg"
2006,0.523410488036117,"Salmon Importance","Fort Bragg"
2006,0.957138986380181,"Salmon Node Strength","Bodega Bay"
2006,0.999788093703844,"Salmon Importance","Bodega Bay"
2006,0.0229200640153979,"Non-DTS groundfish Node Strength","Bodega Bay"
2006,8.75024313013955e-05,"Non-DTS groundfish Importance","Bodega Bay"
2006,0.391875449382625,"Non-DTS groundfish Node Strength","San Francisco"
2006,0.554691999483687,"Non-DTS groundfish Importance","San Francisco"
2006,0.376959490157524,"Salmon Node Strength","San Francisco"
2006,0.813684749882782,"Salmon Importance","San Francisco"
2006,0.54595398525388,"Non-DTS groundfish Node Strength","Monterey"
2006,0.97927530957818,"Non-DTS groundfish Importance","Monterey"
2006,0.216700492452533,"Salmon Node Strength","Monterey"
2006,0.251952985192162,"Salmon Importance","Monterey"
2007,0.485330081594061,"Salmon Node Strength","Puget Sound"
2007,0.73472445840152,"Salmon Importance","Puget Sound"
2007,0.504500802076997,"Salmon Node Strength","North WA Coast"
2007,0.80739958712584,"Salmon Importance","North WA Coast"
2007,0.135011579089599,"Salmon Node Strength","WA Coast"
2007,0.181508090895138,"Salmon Importance","WA Coast"
2007,0.527673276369935,"Non-DTS groundfish Node Strength","Astoria"
2007,0.947155305326476,"Non-DTS groundfish Importance","Astoria"
2007,0.013720886546521,"Salmon Node Strength","Astoria"
2007,0.00739346085017914,"Salmon Importance","Astoria"
2007,0.474166126732571,"Salmon Node Strength","Tillamook"
2007,0.699130789876099,"Salmon Importance","Tillamook"
2007,0.0709882311128285,"Non-DTS groundfish Node Strength","Tillamook"
2007,0.0807632417423578,"Non-DTS groundfish Importance","Tillamook"
2007,0.0504368018439803,"Salmon Node Strength","Newport"
2007,0.0578394319126862,"Salmon Importance","Newport"
2007,0.182989028374016,"Salmon Node Strength","Coos Bay"
2007,0.320004127824294,"Salmon Importance","Coos Bay"
2007,0.16523866323098,"Salmon Node Strength","Brookings"
2007,0.300441567184525,"Salmon Importance","Brookings"
2007,0.317172892029618,"Non-DTS groundfish Node Strength","Brookings"
2007,0.568261047251746,"Non-DTS groundfish Importance","Brookings"
2007,0.949955251944756,"Non-DTS groundfish Node Strength","Crescent City"
2007,0.998686652325786,"Non-DTS groundfish Importance","Crescent City"
2007,0.497695608540675,"Non-DTS groundfish Node Strength","Eureka"
2007,0.888986631166574,"Non-DTS groundfish Importance","Eureka"
2007,0.14701750286161,"Salmon Node Strength","Eureka"
2007,0.161609442661832,"Salmon Importance","Eureka"
2007,0.582800240920185,"Non-DTS groundfish Node Strength","Morro Bay"
2007,0.963890895757056,"Non-DTS groundfish Importance","Morro Bay"
2007,0.178778482054101,"Salmon Node Strength","Morro Bay"
2007,0.405876129983594,"Salmon Importance","Morro Bay"
2007,0.217824169090924,"Salmon Node Strength","Fort Bragg"
2007,0.20742826528498,"Salmon Importance","Fort Bragg"
2007,0.594718038175519,"Non-DTS groundfish Node Strength","Fort Bragg"
2007,0.949255781788013,"Non-DTS groundfish Importance","Fort Bragg"
2007,0.949178258668456,"Salmon Node Strength","Bodega Bay"
2007,0.998974191317769,"Salmon Importance","Bodega Bay"
2007,0.0452834625850757,"Non-DTS groundfish Node Strength","Bodega Bay"
2007,0.0482642138938885,"Non-DTS groundfish Importance","Bodega Bay"
2007,0.462764296867994,"Salmon Node Strength","San Francisco"
2007,0.913476729534302,"Salmon Importance","San Francisco"
2007,0.372075287868196,"Non-DTS groundfish Node Strength","San Francisco"
2007,0.390070095963021,"Non-DTS groundfish Importance","San Francisco"
2007,0.530805079833062,"Salmon Node Strength","Monterey"
2007,1,"Salmon Importance","Monterey"
2007,0.249668301607694,"Non-DTS groundfish Node Strength","Monterey"
2007,0.589343199245726,"Non-DTS groundfish Importance","Monterey"
2008,0.408299524266437,"Salmon Node Strength","Puget Sound"
2008,0.690368010006045,"Salmon Importance","Puget Sound"
2008,0.540573126957963,"Salmon Node Strength","North WA Coast"
2008,0.79663673021214,"Salmon Importance","North WA Coast"
2008,0.0485038396932122,"Salmon Node Strength","WA Coast"
2008,0.108734160801003,"Salmon Importance","WA Coast"
2008,0.0219558426761515,"Salmon Node Strength","Astoria"
2008,0.00868198946410192,"Salmon Importance","Astoria"
2008,0.173768648206581,"Salmon Node Strength","Tillamook"
2008,0.283288899142658,"Salmon Importance","Tillamook"
2008,0.0717045936912741,"Non-DTS groundfish Node Strength","Tillamook"
2008,0.0933813473919428,"Non-DTS groundfish Importance","Tillamook"
2008,0.21743720879239,"Non-DTS groundfish Node Strength","Coos Bay"
2008,0.430814109616613,"Non-DTS groundfish Importance","Coos Bay"
2008,0.509362827025098,"Non-DTS groundfish Node Strength","Brookings"
2008,0.809460568895697,"Non-DTS groundfish Importance","Brookings"
2008,0.278149321280388,"Non-DTS groundfish Node Strength","Crescent City"
2008,0.484122846258492,"Non-DTS groundfish Importance","Crescent City"
2008,0.53346637095069,"Non-DTS groundfish Node Strength","Eureka"
2008,0.890605426566641,"Non-DTS groundfish Importance","Eureka"
2008,0.750476161202277,"Non-DTS groundfish Node Strength","Morro Bay"
2008,0.991079003869687,"Non-DTS groundfish Importance","Morro Bay"
2008,0.681008664904187,"Non-DTS groundfish Node Strength","Fort Bragg"
2008,0.90369841446858,"Non-DTS groundfish Importance","Fort Bragg"
2008,0.770007450424162,"Non-DTS groundfish Node Strength","Bodega Bay"
2008,1,"Non-DTS groundfish Importance","Bodega Bay"
2008,0.669957793770713,"Non-DTS groundfish Node Strength","San Francisco"
2008,0.997402841629226,"Non-DTS groundfish Importance","San Francisco"
2008,0.391365401948332,"Non-DTS groundfish Node Strength","Monterey"
2008,0.821945989847835,"Non-DTS groundfish Importance","Monterey"
2008,0.0110039829899654,"Non-DTS groundfish Node Strength","Los Angeles"
2008,7.12359107792643e-05,"Non-DTS groundfish Importance","Los Angeles"
2009,0.410559272419205,"Salmon Node Strength","Puget Sound"
2009,0.665828673997904,"Salmon Importance","Puget Sound"
2009,0.679919183194372,"Salmon Node Strength","North WA Coast"
2009,0.938277147500733,"Salmon Importance","North WA Coast"
2009,0.121217141172196,"Salmon Node Strength","WA Coast"
2009,0.230069691575535,"Salmon Importance","WA Coast"
2009,0.00926226594561042,"Salmon Node Strength","Astoria"
2009,0.00460023670878143,"Salmon Importance","Astoria"
2009,0.505826153630499,"Non-DTS groundfish Node Strength","Astoria"
2009,0.929851606208545,"Non-DTS groundfish Importance","Astoria"
2009,0.245182503476717,"Salmon Node Strength","Tillamook"
2009,0.312358884418962,"Salmon Importance","Tillamook"
2009,0.0872890750291663,"Non-DTS groundfish Node Strength","Tillamook"
2009,0.100911114786852,"Non-DTS groundfish Importance","Tillamook"
2009,0.457624416635343,"Non-DTS groundfish Node Strength","Brookings"
2009,0.708394207431396,"Non-DTS groundfish Importance","Brookings"
2009,0.254249460694973,"Non-DTS groundfish Node Strength","Crescent City"
2009,0.364956493377453,"Non-DTS groundfish Importance","Crescent City"
2009,0.557759606963711,"Non-DTS groundfish Node Strength","Eureka"
2009,0.911003477321649,"Non-DTS groundfish Importance","Eureka"
2009,0.698284379480686,"Non-DTS groundfish Node Strength","Morro Bay"
2009,0.943107216852555,"Non-DTS groundfish Importance","Morro Bay"
2009,0.741825673631368,"Non-DTS groundfish Node Strength","Fort Bragg"
2009,0.943301712864069,"Non-DTS groundfish Importance","Fort Bragg"
2009,0.349425379939308,"Non-DTS groundfish Node Strength","Bodega Bay"
2009,0.101276313437681,"Non-DTS groundfish Importance","Bodega Bay"
2009,0.42762592760728,"Non-DTS groundfish Node Strength","San Francisco"
2009,0.944810427172032,"Non-DTS groundfish Importance","San Francisco"
2009,0.111997682752181,"Non-DTS groundfish Node Strength","Monterey"
2009,0.000126676808315815,"Non-DTS groundfish Importance","Monterey"
2009,0.096085188523722,"Non-DTS groundfish Node Strength","Santa Barbara"
2009,0.205873088959822,"Non-DTS groundfish Importance","Santa Barbara"
2010,0.37044368460991,"Salmon Node Strength","Puget Sound"
2010,0.772624867492415,"Salmon Importance","Puget Sound"
2010,0.201225814442007,"Non-DTS groundfish Node Strength","Puget Sound"
2010,0.135535355494371,"Non-DTS groundfish Importance","Puget Sound"
2010,0.814112712623734,"Salmon Node Strength","North WA Coast"
2010,1,"Salmon Importance","North WA Coast"
2010,0.128118840996784,"Salmon Node Strength","WA Coast"
2010,0.243784185881001,"Salmon Importance","WA Coast"
2010,0.0250009256203643,"Salmon Node Strength","Astoria"
2010,0.0192696250519252,"Salmon Importance","Astoria"
2010,0.383790297958024,"Non-DTS groundfish Node Strength","Astoria"
2010,0.798474179365591,"Non-DTS groundfish Importance","Astoria"
2010,0.28898684548659,"Salmon Node Strength","Tillamook"
2010,0.386789328247083,"Salmon Importance","Tillamook"
2010,0.11064138079566,"Non-DTS groundfish Node Strength","Tillamook"
2010,0.135110109434627,"Non-DTS groundfish Importance","Tillamook"
2010,0.0995180104622664,"Salmon Node Strength","Newport"
2010,0.140469798528443,"Salmon Importance","Newport"
2010,0.0613205436735728,"Salmon Node Strength","Coos Bay"
2010,0.0793497964382372,"Salmon Importance","Coos Bay"
2010,0.175323640303064,"Non-DTS groundfish Node Strength","Brookings"
2010,0.258478264391875,"Non-DTS groundfish Importance","Brookings"
2010,0.0491890966178038,"Salmon Node Strength","Eureka"
2010,0.0628097029595587,"Salmon Importance","Eureka"
2010,0.571220618152506,"Non-DTS groundfish Node Strength","Morro Bay"
2010,0.925998466003462,"Non-DTS groundfish Importance","Morro Bay"
2010,0.703122421758328,"Non-DTS groundfish Node Strength","Fort Bragg"
2010,0.983728892044177,"Non-DTS groundfish Importance","Fort Bragg"
2010,0.195344725334878,"Salmon Node Strength","Fort Bragg"
2010,0.183595811530784,"Salmon Importance","Fort Bragg"
2010,0.242448325477432,"Non-DTS groundfish Node Strength","Bodega Bay"
2010,0.181179477796739,"Non-DTS groundfish Importance","Bodega Bay"
2010,0.326001191632736,"Non-DTS groundfish Node Strength","San Francisco"
2010,0.542577083348819,"Non-DTS groundfish Importance","San Francisco"
2010,0.663509288167431,"Non-DTS groundfish Node Strength","Monterey"
2010,0.994733668572044,"Non-DTS groundfish Importance","Monterey"
2010,0.0777637716123661,"Salmon Node Strength","Monterey"
2010,0.0360542904912227,"Salmon Importance","Monterey"
2010,0.0128793548877833,"Non-DTS groundfish Node Strength","Los Angeles"
2010,0.000126550585831275,"Non-DTS groundfish Importance","Los Angeles"
2011,0.327937065925808,"Salmon Node Strength","Puget Sound"
2011,0.63228739116413,"Salmon Importance","Puget Sound"
2011,0.18153945864637,"Non-DTS groundfish Node Strength","Puget Sound"
2011,0.034941380081636,"Non-DTS groundfish Importance","Puget Sound"
2011,0.623232477214289,"Salmon Node Strength","North WA Coast"
2011,1,"Salmon Importance","North WA Coast"
2011,0.0873156068228061,"Salmon Node Strength","WA Coast"
2011,0.127091629474516,"Salmon Importance","WA Coast"
2011,0.0258313114986848,"Salmon Node Strength","Astoria"
2011,0.0232671666459105,"Salmon Importance","Astoria"
2011,0.0582345225547872,"Non-DTS groundfish Node Strength","Tillamook"
2011,0.0672329041367957,"Non-DTS groundfish Importance","Tillamook"
2011,0.148779551902222,"Salmon Node Strength","Tillamook"
2011,0.172419632869311,"Salmon Importance","Tillamook"
2011,0.0318423447251211,"Salmon Node Strength","Newport"
2011,0.0393846978692367,"Salmon Importance","Newport"
2011,0.0758709028571573,"Salmon Node Strength","Coos Bay"
2011,0.102429011298257,"Salmon Importance","Coos Bay"
2011,0.188821899965671,"Non-DTS groundfish Node Strength","Brookings"
2011,0.296728889475523,"Non-DTS groundfish Importance","Brookings"
2011,0.0679560322025293,"Salmon Node Strength","Brookings"
2011,0.106905072669302,"Salmon Importance","Brookings"
2011,0.0685736011034291,"Non-DTS groundfish Node Strength","Crescent City"
2011,0.0798492649358272,"Non-DTS groundfish Importance","Crescent City"
2011,0.156772679804233,"Salmon Node Strength","Eureka"
2011,0.177427585468004,"Salmon Importance","Eureka"
2011,0.590525349183056,"Non-DTS groundfish Node Strength","Morro Bay"
2011,0.967495976641272,"Non-DTS groundfish Importance","Morro Bay"
2011,0.051390253379271,"Salmon Node Strength","Morro Bay"
2011,0.0786510058005458,"Salmon Importance","Morro Bay"
2011,0.417586125204055,"Salmon Node Strength","Fort Bragg"
2011,0.601344483926214,"Salmon Importance","Fort Bragg"
2011,0.536382233670778,"Salmon Node Strength","Bodega Bay"
2011,0.757973011362416,"Salmon Importance","Bodega Bay"
2011,0.00976497021720033,"Non-DTS groundfish Node Strength","Bodega Bay"
2011,0.0129102138633869,"Non-DTS groundfish Importance","Bodega Bay"
2011,0.252619874778169,"Salmon Node Strength","San Francisco"
2011,0.397907866500902,"Salmon Importance","San Francisco"
2011,0.0764934385034772,"Salmon Node Strength","Monterey"
2011,0.000734908615984601,"Salmon Importance","Monterey"
2011,0.0603969275311778,"Non-DTS groundfish Node Strength","Monterey"
2011,0.000200484510670658,"Non-DTS groundfish Importance","Monterey"
2011,0.146640755336624,"Non-DTS groundfish Node Strength","Los Angeles"
2011,0.0360405994232796,"Non-DTS groundfish Importance","Los Angeles"
2012,0.247082192746691,"Salmon Node Strength","Puget Sound"
2012,0.363304770778092,"Salmon Importance","Puget Sound"
2012,0.722266006454362,"Salmon Node Strength","North WA Coast"
2012,0.935337214928065,"Salmon Importance","North WA Coast"
2012,0.0931826361911689,"Salmon Node Strength","WA Coast"
2012,0.189035951326005,"Salmon Importance","WA Coast"
2012,0.030192852295766,"Salmon Node Strength","Astoria"
2012,0.00297410963701179,"Salmon Importance","Astoria"
2012,0.604839660843889,"Non-DTS groundfish Node Strength","Astoria"
2012,0.999846142866265,"Non-DTS groundfish Importance","Astoria"
2012,0.583173104789249,"Salmon Node Strength","Tillamook"
2012,0.944816161468384,"Salmon Importance","Tillamook"
2012,0.0852485315426403,"Non-DTS groundfish Node Strength","Tillamook"
2012,0.136175689279274,"Non-DTS groundfish Importance","Tillamook"
2012,0.105300963114878,"Salmon Node Strength","Newport"
2012,0.152987453489786,"Salmon Importance","Newport"
2012,0.10656477966216,"Salmon Node Strength","Coos Bay"
2012,0.179919691043699,"Salmon Importance","Coos Bay"
2012,0.17593604175179,"Non-DTS groundfish Node Strength","Brookings"
2012,0.289084683523267,"Non-DTS groundfish Importance","Brookings"
2012,0.15398696215078,"Salmon Node Strength","Brookings"
2012,0.24261280780736,"Salmon Importance","Brookings"
2012,0.0745185385698311,"Non-DTS groundfish Node Strength","Crescent City"
2012,0.0749533163673955,"Non-DTS groundfish Importance","Crescent City"
2012,0.151080155562898,"Salmon Node Strength","Eureka"
2012,0.235739744911704,"Salmon Importance","Eureka"
2012,0.529735452350411,"Non-DTS groundfish Node Strength","Morro Bay"
2012,0.932921047205962,"Non-DTS groundfish Importance","Morro Bay"
2012,0.288819105187551,"Salmon Node Strength","Morro Bay"
2012,0.431327833255853,"Salmon Importance","Morro Bay"
2012,0.261093905336968,"Salmon Node Strength","Fort Bragg"
2012,0.458605655758423,"Salmon Importance","Fort Bragg"
2012,0.2901975583822,"Non-DTS groundfish Node Strength","Fort Bragg"
2012,0.531347843003118,"Non-DTS groundfish Importance","Fort Bragg"
2012,0.925473769845926,"Salmon Node Strength","Bodega Bay"
2012,0.997872599049428,"Salmon Importance","Bodega Bay"
2012,0.00744618076314883,"Non-DTS groundfish Node Strength","Bodega Bay"
2012,0.00802980489099962,"Non-DTS groundfish Importance","Bodega Bay"
2012,0.537015322711722,"Salmon Node Strength","San Francisco"
2012,0.941393713180948,"Salmon Importance","San Francisco"
2012,0.107240467337001,"Non-DTS groundfish Node Strength","San Francisco"
2012,0.0984832684135515,"Non-DTS groundfish Importance","San Francisco"
2012,0.317725398672253,"Salmon Node Strength","Monterey"
2012,9.28726107391925e-05,"Salmon Importance","Monterey"
2012,0.0999911348466129,"Non-DTS groundfish Node Strength","Monterey"
2012,7.45282597221251e-05,"Non-DTS groundfish Importance","Monterey"
2012,0.0962440818421501,"Non-DTS groundfish Node Strength","Santa Barbara"
2012,0.127772635190284,"Non-DTS groundfish Importance","Santa Barbara"
2012,0.0137841196587152,"Salmon Node Strength","Santa Barbara"
2012,0.0228527992565008,"Salmon Importance","Santa Barbara"
2012,0.0219603653045898,"Non-DTS groundfish Node Strength","Los Angeles"
2012,0.00137014380801313,"Non-DTS groundfish Importance","Los Angeles"
2013,0.32112248389012,"Salmon Node Strength","Puget Sound"
2013,0.506923470641353,"Salmon Importance","Puget Sound"
2013,0.571646369540213,"Salmon Node Strength","North WA Coast"
2013,0.969429748270022,"Salmon Importance","North WA Coast"
2013,0.112048566032863,"Salmon Node Strength","WA Coast"
2013,0.219667618093787,"Salmon Importance","WA Coast"
2013,0.0425182471187834,"Salmon Node Strength","Astoria"
2013,0.0523480778715378,"Salmon Importance","Astoria"
2013,0.108877454405112,"Non-DTS groundfish Node Strength","Tillamook"
2013,0.176934818605588,"Non-DTS groundfish Importance","Tillamook"
2013,0.59476092592867,"Salmon Node Strength","Tillamook"
2013,0.930294285833835,"Salmon Importance","Tillamook"
2013,0.0990163393722285,"Salmon Node Strength","Newport"
2013,0.158659613458157,"Salmon Importance","Newport"
2013,0.187336478799665,"Salmon Node Strength","Coos Bay"
2013,0.316760713132822,"Salmon Importance","Coos Bay"
2013,0.14451507083374,"Non-DTS groundfish Node Strength","Brookings"
2013,0.279047129151262,"Non-DTS groundfish Importance","Brookings"
2013,0.200228672597084,"Salmon Node Strength","Brookings"
2013,0.41491860944145,"Salmon Importance","Brookings"
2013,0.0519117279779365,"Non-DTS groundfish Node Strength","Crescent City"
2013,0.0546722156996774,"Non-DTS groundfish Importance","Crescent City"
2013,0.198549745514308,"Non-DTS groundfish Node Strength","Eureka"
2013,0.38197340799882,"Non-DTS groundfish Importance","Eureka"
2013,0.326234675018703,"Salmon Node Strength","Eureka"
2013,0.727908988372201,"Salmon Importance","Eureka"
2013,0.624310831519457,"Non-DTS groundfish Node Strength","Morro Bay"
2013,0.937494040621139,"Non-DTS groundfish Importance","Morro Bay"
2013,0.228215796845302,"Salmon Node Strength","Morro Bay"
2013,0.288918008844295,"Salmon Importance","Morro Bay"
2013,0.812838503469592,"Salmon Node Strength","Fort Bragg"
2013,0.997782251678843,"Salmon Importance","Fort Bragg"
2013,0.888470358417546,"Salmon Node Strength","Bodega Bay"
2013,0.997600364261022,"Salmon Importance","Bodega Bay"
2013,0.650306812408928,"Salmon Node Strength","San Francisco"
2013,0.981223055832931,"Salmon Importance","San Francisco"
2013,0.136295785597007,"Non-DTS groundfish Node Strength","San Francisco"
2013,0.0970194754086028,"Non-DTS groundfish Importance","San Francisco"
2013,0.270966050687712,"Salmon Node Strength","Monterey"
2013,5.59201334023977e-05,"Salmon Importance","Monterey"
2013,0.11043094395559,"Non-DTS groundfish Node Strength","Monterey"
2013,0.000115028979847315,"Non-DTS groundfish Importance","Monterey"
2013,0.00625996038925434,"Salmon Node Strength","Santa Barbara"
2013,0.00792752440753848,"Salmon Importance","Santa Barbara"
2013,0.0140789716356308,"Non-DTS groundfish Node Strength","Los Angeles"
2013,6.74306488898394e-06,"Non-DTS groundfish Importance","Los Angeles"
2014,0.339892242871393,"Salmon Node Strength","Puget Sound"
2014,0.505561343437477,"Salmon Importance","Puget Sound"
2014,0.921090588299924,"Salmon Node Strength","North WA Coast"
2014,1,"Salmon Importance","North WA Coast"
2014,0.124879009723993,"Salmon Node Strength","WA Coast"
2014,0.2337484751169,"Salmon Importance","WA Coast"
2014,0.0413313743980798,"Salmon Node Strength","Astoria"
2014,0.0140292414363078,"Salmon Importance","Astoria"
2014,0.498625369161654,"Non-DTS groundfish Node Strength","Astoria"
2014,1,"Non-DTS groundfish Importance","Astoria"
